Date,Hours,Day,Arrivals,Departures
Mar 13 2019,12 PM,Wed,32,19
Mar 13 2019,1 PM,Wed,22,29
Mar 13 2019,2 PM,Wed,33,26
Mar 13 2019,3 PM,Wed,25,24
Mar 13 2019,4 PM,Wed,28,30
Mar 13 2019,5 PM,Wed,32,22
Mar 13 2019,6 PM,Wed,38,24
Mar 13 2019,7 PM,Wed,31,26
Mar 13 2019,8 PM,Wed,25,33
Mar 13 2019,9 PM,Wed,23,26
Mar 13 2019,10 PM,Wed,33,20
Mar 13 2019,11 PM,Wed,22,13
Mar 14 2019,8 AM,Thu,15,38
Mar 14 2019,9 AM,Thu,16,33
Mar 14 2019,10 AM,Thu,12,35
Mar 14 2019,11 AM,Thu,28,21
Mar 14 2019,12 PM,Thu,29,20
Mar 14 2019,1 PM,Thu,30,31
Mar 14 2019,2 PM,Thu,32,26
Mar 14 2019,3 PM,Thu,24,25
Mar 14 2019,4 PM,Thu,28,33
Mar 14 2019,5 PM,Thu,35,21
Mar 14 2019,6 PM,Thu,38,25
Mar 14 2019,7 PM,Thu,34,24
Mar 14 2019,8 PM,Thu,29,38
Mar 14 2019,9 PM,Thu,30,22
Mar 14 2019,10 PM,Thu,33,26
Mar 14 2019,11 PM,Thu,21,18
Mar 15 2019,8 AM,Fri,17,40
Mar 15 2019,9 AM,Fri,13,31
Mar 15 2019,10 AM,Fri,17,31
Mar 15 2019,11 AM,Fri,28,17
Mar 15 2019,12 PM,Fri,29,25
Mar 15 2019,1 PM,Fri,29,31
Mar 15 2019,2 PM,Fri,35,31
Mar 15 2019,3 PM,Fri,29,26
Mar 15 2019,4 PM,Fri,32,30
Mar 15 2019,5 PM,Fri,36,28
Mar 15 2019,6 PM,Fri,40,29
Mar 15 2019,7 PM,Fri,34,27
Mar 15 2019,8 PM,Fri,27,37
Mar 15 2019,9 PM,Fri,29,25
Mar 15 2019,10 PM,Fri,37,23
Mar 15 2019,11 PM,Fri,22,18
Mar 16 2019,8 AM,Sat,16,37
Mar 16 2019,9 AM,Sat,16,33
Mar 16 2019,10 AM,Sat,21,36
Mar 16 2019,11 AM,Sat,28,17
Mar 16 2019,12 PM,Sat,28,21
Mar 16 2019,1 PM,Sat,25,34
Mar 16 2019,2 PM,Sat,34,26
Mar 16 2019,3 PM,Sat,25,23
Mar 16 2019,4 PM,Sat,35,28
Mar 16 2019,5 PM,Sat,34,23
Mar 16 2019,6 PM,Sat,34,23
Mar 16 2019,7 PM,Sat,30,20
Mar 16 2019,8 PM,Sat,25,39
Mar 16 2019,9 PM,Sat,26,20
Mar 16 2019,10 PM,Sat,29,20
Mar 16 2019,11 PM,Sat,22,17
Mar 17 2019,8 AM,Sun,16,34
Mar 17 2019,9 AM,Sun,13,30
Mar 17 2019,10 AM,Sun,18,34
Mar 17 2019,11 AM,Sun,28,22
Mar 17 2019,12 PM,Sun,25,21
Mar 17 2019,1 PM,Sun,29,31
Mar 17 2019,2 PM,Sun,34,26
Mar 17 2019,3 PM,Sun,30,25
Mar 17 2019,4 PM,Sun,29,30
Mar 17 2019,5 PM,Sun,37,27
Mar 17 2019,6 PM,Sun,41,26
Mar 17 2019,7 PM,Sun,31,25
Mar 17 2019,8 PM,Sun,32,34
Mar 17 2019,9 PM,Sun,30,23
Mar 17 2019,10 PM,Sun,38,18
Mar 17 2019,11 PM,Sun,22,16
Mar 18 2019,8 AM,Mon,16,32
Mar 18 2019,9 AM,Mon,15,30
Mar 18 2019,10 AM,Mon,14,32
Mar 18 2019,11 AM,Mon,28,18
Mar 18 2019,12 PM,Mon,25,19
Mar 18 2019,1 PM,Mon,29,27
Mar 18 2019,2 PM,Mon,34,27
Mar 18 2019,3 PM,Mon,31,23
Mar 18 2019,4 PM,Mon,26,28
Mar 18 2019,5 PM,Mon,39,25
Mar 18 2019,6 PM,Mon,36,23
Mar 18 2019,7 PM,Mon,32,27
Mar 18 2019,8 PM,Mon,24,31
Mar 18 2019,9 PM,Mon,23,24
Mar 18 2019,10 PM,Mon,35,16
Mar 18 2019,11 PM,Mon,27,14
Mar 19 2019,8 AM,Tue,17,37
Mar 19 2019,9 AM,Tue,15,34
Mar 19 2019,10 AM,Tue,16,35
Mar 19 2019,11 AM,Tue,28,18
Mar 19 2019,12 PM,Tue,27,20
Mar 19 2019,1 PM,Tue,32,29
Mar 19 2019,2 PM,Tue,33,28
Mar 19 2019,3 PM,Tue,28,21
Mar 19 2019,4 PM,Tue,31,26
Mar 19 2019,5 PM,Tue,36,24
Mar 19 2019,6 PM,Tue,40,25
Mar 19 2019,7 PM,Tue,36,27
Mar 19 2019,8 PM,Tue,26,35
Mar 19 2019,9 PM,Tue,30,27
Mar 19 2019,10 PM,Tue,36,20
Mar 19 2019,11 PM,Tue,26,14
